chapter	sentence	token id 	token	gold	prediction
wisteria02	118	8	but	O	O
wisteria02	118	9	it	O	O
wisteria02	118	10	was	O	O
wisteria02	118	11	a	O	O
wisteria02	118	12	poor	O	O
wisteria02	118	13	show	O	O
wisteria02	118	14	of	O	O
wisteria02	118	15	plants	O	O
wisteria02	118	16	which	O	O
wisteria02	118	17	he	O	O
wisteria02	118	18	would	O	O
wisteria02	118	19	bring	O	O
wisteria02	118	20	back	O	O
wisteria02	118	21	of	O	O
wisteria02	118	22	an	O	O
wisteria02	118	23	evening	O	O
wisteria02	118	24	.	O	O
wisteria02	119	0	Occasionally	O	O
wisteria02	119	1	in	O	O
wisteria02	119	2	our	O	O
wisteria02	119	3	rambles	O	O
wisteria02	119	4	we	O	O
wisteria02	119	5	came	O	O
wisteria02	119	6	across	O	O
wisteria02	119	7	Inspector	O	O
wisteria02	119	8	Baynes	O	O
wisteria02	119	9	.	O	O
wisteria02	120	0	His	O	O
wisteria02	120	1	fat	O	O
wisteria02	120	2	","	O	O
wisteria02	120	3	red	O	O
wisteria02	120	4	face	O	O
wisteria02	120	5	wreathed	O	O
wisteria02	120	6	itself	O	O
wisteria02	120	7	in	O	O
wisteria02	120	8	smiles	O	O
wisteria02	120	9	and	O	O
wisteria02	120	10	his	O	O
wisteria02	120	11	small	O	O
wisteria02	120	12	eyes	O	O
wisteria02	120	13	glittered	O	O
wisteria02	120	14	as	O	O
wisteria02	120	15	he	O	O
wisteria02	120	16	greeted	O	O
wisteria02	120	17	my	O	O
wisteria02	120	18	companion	O	O
wisteria02	120	19	.	O	O
wisteria02	121	0	He	O	O
wisteria02	121	1	said	O	O
wisteria02	121	2	little	O	O
wisteria02	121	3	about	O	O
wisteria02	121	4	the	O	O
wisteria02	121	5	case	O	O
wisteria02	121	6	","	O	O
wisteria02	121	7	but	O	O
wisteria02	121	8	from	O	O
wisteria02	121	9	that	O	O
wisteria02	121	10	little	O	O
wisteria02	121	11	we	O	O
wisteria02	121	12	gathered	O	O
wisteria02	121	13	that	O	O
wisteria02	121	14	he	O	O
wisteria02	121	15	also	O	O
wisteria02	121	16	was	O	O
wisteria02	121	17	not	B-NEG	B-NEG
wisteria02	121	18	dissatisfied	B-NEG	O
wisteria02	121	19	at	O	O
wisteria02	121	20	the	O	O
wisteria02	121	21	course	O	O
wisteria02	121	22	of	O	O
wisteria02	121	23	events	O	O
wisteria02	121	24	.	O	O
wisteria02	122	0	I	O	O
wisteria02	122	1	must	O	O
wisteria02	122	2	admit	O	O
wisteria02	122	3	","	O	O
wisteria02	122	4	however	O	O
wisteria02	122	5	","	O	O
wisteria02	122	6	that	O	O
wisteria02	122	7	I	O	O
wisteria02	122	8	was	O	O
wisteria02	122	9	somewhat	O	O
wisteria02	122	10	surprised	O	O
wisteria02	122	11	when	O	O
wisteria02	122	12	","	O	O
wisteria02	122	13	some	O	O
wisteria02	122	14	five	O	O
wisteria02	122	15	days	O	O
wisteria02	122	16	after	O	O
wisteria02	122	17	the	O	O
wisteria02	122	18	crime	O	O
wisteria02	122	19	","	O	O
wisteria02	122	20	I	O	O
wisteria02	122	21	opened	O	O
wisteria02	122	22	my	O	O
wisteria02	122	23	morning	O	O
wisteria02	122	24	paper	O	O
wisteria02	122	25	to	O	O
wisteria02	122	26	find	O	O
wisteria02	122	27	in	O	O
wisteria02	122	28	large	O	O
wisteria02	122	29	letters	O	O
wisteria02	122	30	:	O	O
wisteria02	123	0	THE	O	O
wisteria02	123	1	OXSHOTT	O	O
wisteria02	123	2	MYSTERY	O	O
wisteria02	124	0	A	O	O
wisteria02	124	1	SOLUTION	O	O
wisteria02	125	0	ARREST	O	O
wisteria02	125	1	OF	O	O
wisteria02	125	2	SUPPOSED	O	O
wisteria02	125	3	ASSASSIN	O	O
wisteria02	126	0	Holmes	O	O
wisteria02	126	1	sprang	O	O
wisteria02	126	2	in	O	O
wisteria02	126	3	his	O	O
wisteria02	126	4	chair	O	O
wisteria02	126	5	as	O	O
wisteria02	126	6	if	O	O
wisteria02	126	7	he	O	O
wisteria02	126	8	had	O	O
wisteria02	126	9	been	O	O
wisteria02	126	10	stung	O	O
wisteria02	126	11	when	O	O
wisteria02	126	12	I	O	O
wisteria02	126	13	read	O	O
wisteria02	126	14	the	O	O
wisteria02	126	15	headlines	O	O
wisteria02	126	16	.	O	O
wisteria02	127	0	``	O	O
wisteria02	127	1	By	O	O
wisteria02	127	2	Jove	O	O
wisteria02	127	3	!	O	O
wisteria02	127	4	''	O	O
wisteria02	127	5	he	O	O
wisteria02	127	6	cried	O	O
wisteria02	127	7	.	O	O
wisteria02	128	0	``	O	O
wisteria02	128	1	You	O	O
wisteria02	128	2	do	O	O
wisteria02	128	3	n't	B-NEG	B-NEG
wisteria02	128	4	mean	O	O
wisteria02	128	5	that	O	O
wisteria02	128	6	Baynes	O	O
wisteria02	128	7	has	O	O
wisteria02	128	8	got	O	O
wisteria02	128	9	him	O	O
wisteria02	128	10	?	O	O
wisteria02	128	11	''	O	O
wisteria02	129	0	``	O	O
wisteria02	129	1	Apparently	O	O
wisteria02	129	2	","	O	O
wisteria02	129	3	''	O	O
wisteria02	129	4	said	O	O
wisteria02	129	5	I	O	O
wisteria02	129	6	as	O	O
wisteria02	129	7	I	O	O
wisteria02	129	8	read	O	O
wisteria02	129	9	the	O	O
wisteria02	129	10	following	O	O
wisteria02	129	11	report	O	O
wisteria02	129	12	:	O	O
wisteria02	130	0	``	O	O
wisteria02	130	1	Great	O	O
wisteria02	130	2	excitement	O	O
wisteria02	130	3	was	O	O
wisteria02	130	4	caused	O	O
wisteria02	130	5	in	O	O
wisteria02	130	6	Esher	O	O
wisteria02	130	7	and	O	O
wisteria02	130	8	the	O	O
wisteria02	130	9	neighbouring	O	O
wisteria02	130	10	district	O	O
wisteria02	130	11	when	O	O
wisteria02	130	12	it	O	O
wisteria02	130	13	was	O	O
wisteria02	130	14	learned	O	O
wisteria02	130	15	late	O	O
wisteria02	130	16	last	O	O
wisteria02	130	17	night	O	O
wisteria02	130	18	that	O	O
wisteria02	130	19	an	O	O
wisteria02	130	20	arrest	O	O
wisteria02	130	21	had	O	O
wisteria02	130	22	been	O	O
wisteria02	130	23	effected	O	O
wisteria02	130	24	in	O	O
wisteria02	130	25	connection	O	O
wisteria02	130	26	with	O	O
wisteria02	130	27	the	O	O
wisteria02	130	28	Oxshott	O	O
wisteria02	130	29	murder	O	O
wisteria02	130	30	.	O	O
wisteria02	131	0	It	O	O
wisteria02	131	1	will	O	O
wisteria02	131	2	be	O	O
wisteria02	131	3	remembered	O	O
wisteria02	131	4	that	O	O
wisteria02	131	5	Mr.	O	O
wisteria02	131	6	Garcia	O	O
wisteria02	131	7	","	O	O
wisteria02	131	8	of	O	O
wisteria02	131	9	Wisteria	O	O
wisteria02	131	10	Lodge	O	O
wisteria02	131	11	","	O	O
wisteria02	131	12	was	O	O
wisteria02	131	13	found	O	O
wisteria02	131	14	dead	O	O
wisteria02	131	15	on	O	O
wisteria02	131	16	Oxshott	O	O
wisteria02	131	17	Common	O	O
wisteria02	131	18	","	O	O
wisteria02	131	19	his	O	O
wisteria02	131	20	body	O	O
wisteria02	131	21	showing	O	O
wisteria02	131	22	signs	O	O
wisteria02	131	23	of	O	O
wisteria02	131	24	extreme	O	O
wisteria02	131	25	violence	O	O
wisteria02	131	26	","	O	O
wisteria02	131	27	and	O	O
wisteria02	131	28	that	O	O
wisteria02	131	29	on	O	O
wisteria02	131	30	the	O	O
wisteria02	131	31	same	O	O
wisteria02	131	32	night	O	O
wisteria02	131	33	his	O	O
wisteria02	131	34	servant	O	O
wisteria02	131	35	and	O	O
wisteria02	131	36	his	O	O
wisteria02	131	37	cook	O	O
wisteria02	131	38	fled	O	O
wisteria02	131	39	","	O	O
wisteria02	131	40	which	O	O
wisteria02	131	41	appeared	O	O
wisteria02	131	42	to	O	O
wisteria02	131	43	show	O	O
wisteria02	131	44	their	O	O
wisteria02	131	45	participation	O	O
wisteria02	131	46	in	O	O
wisteria02	131	47	the	O	O
wisteria02	131	48	crime	O	O
wisteria02	131	49	.	O	O
wisteria02	132	0	It	O	O
wisteria02	132	1	was	O	O
wisteria02	132	2	suggested	O	O
wisteria02	132	3	","	O	O
wisteria02	132	4	but	O	O
wisteria02	132	5	never	B-NEG	B-NEG
wisteria02	132	6	proved	O	O
wisteria02	132	7	","	O	O
wisteria02	132	8	that	O	O
wisteria02	132	9	the	O	O
wisteria02	132	10	deceased	O	O
wisteria02	132	11	gentleman	O	O
wisteria02	132	12	may	O	O
wisteria02	132	13	have	O	O
wisteria02	132	14	had	O	O
wisteria02	132	15	valuables	O	O
wisteria02	132	16	in	O	O
wisteria02	132	17	the	O	O
wisteria02	132	18	house	O	O
wisteria02	132	19	","	O	O
wisteria02	132	20	and	O	O
wisteria02	132	21	that	O	O
wisteria02	132	22	their	O	O
wisteria02	132	23	abstraction	O	O
wisteria02	132	24	was	O	O
wisteria02	132	25	the	O	O
wisteria02	132	26	motive	O	O
wisteria02	132	27	of	O	O
wisteria02	132	28	the	O	O
wisteria02	132	29	crime	O	O
wisteria02	132	30	.	O	O
wisteria02	133	0	Every	O	O
wisteria02	133	1	effort	O	O
wisteria02	133	2	was	O	O
wisteria02	133	3	made	O	O
wisteria02	133	4	by	O	O
wisteria02	133	5	Inspector	O	O
wisteria02	133	6	Baynes	O	O
wisteria02	133	7	","	O	O
wisteria02	133	8	who	O	O
wisteria02	133	9	has	O	O
wisteria02	133	10	the	O	O
wisteria02	133	11	case	O	O
wisteria02	133	12	in	O	O
wisteria02	133	13	hand	O	O
wisteria02	133	14	","	O	O
wisteria02	133	15	to	O	O
wisteria02	133	16	ascertain	O	O
wisteria02	133	17	the	O	O
wisteria02	133	18	hiding	O	O
wisteria02	133	19	place	O	O
wisteria02	133	20	of	O	O
wisteria02	133	21	the	O	O
wisteria02	133	22	fugitives	O	O
wisteria02	133	23	","	O	O
wisteria02	133	24	and	O	O
wisteria02	133	25	he	O	O
wisteria02	133	26	had	O	O
wisteria02	133	27	good	O	O
wisteria02	133	28	reason	O	O
wisteria02	133	29	to	O	O
wisteria02	133	30	believe	O	O
wisteria02	133	31	that	O	O
wisteria02	133	32	they	O	O
wisteria02	133	33	had	O	O
wisteria02	133	34	not	B-NEG	B-NEG
wisteria02	133	35	gone	O	O
wisteria02	133	36	far	O	O
wisteria02	133	37	but	O	O
wisteria02	133	38	were	O	O
wisteria02	133	39	lurking	O	O
wisteria02	133	40	in	O	O
wisteria02	133	41	some	O	O
wisteria02	133	42	retreat	O	O
wisteria02	133	43	which	O	O
wisteria02	133	44	had	O	O
wisteria02	133	45	been	O	O
wisteria02	133	46	already	O	O
wisteria02	133	47	prepared	O	O
wisteria02	133	48	.	O	O
wisteria02	134	0	It	O	O
wisteria02	134	1	was	O	O
wisteria02	134	2	certain	O	O
wisteria02	134	3	from	O	O
wisteria02	134	4	the	O	O
wisteria02	134	5	first	O	O
wisteria02	134	6	","	O	O
wisteria02	134	7	however	O	O
wisteria02	134	8	","	O	O
wisteria02	134	9	that	O	O
wisteria02	134	10	they	O	O
wisteria02	134	11	would	O	O
wisteria02	134	12	eventually	O	O
wisteria02	134	13	be	O	O
wisteria02	134	14	detected	O	O
wisteria02	134	15	","	O	O
wisteria02	134	16	as	O	O
wisteria02	134	17	the	O	O
wisteria02	134	18	cook	O	O
wisteria02	134	19	","	O	O
wisteria02	134	20	from	O	O
wisteria02	134	21	the	O	O
wisteria02	134	22	evidence	O	O
wisteria02	134	23	of	O	O
wisteria02	134	24	one	O	O
wisteria02	134	25	or	O	O
wisteria02	134	26	two	O	O
wisteria02	134	27	tradespeople	O	O
wisteria02	134	28	who	O	O
wisteria02	134	29	have	O	O
wisteria02	134	30	caught	O	O
wisteria02	134	31	a	O	O
wisteria02	134	32	glimpse	O	O
wisteria02	134	33	of	O	O
wisteria02	134	34	him	O	O
wisteria02	134	35	through	O	O
wisteria02	134	36	the	O	O
wisteria02	134	37	window	O	O
wisteria02	134	38	","	O	O
wisteria02	134	39	was	O	O
wisteria02	134	40	a	O	O
wisteria02	134	41	man	O	O
wisteria02	134	42	of	O	O
wisteria02	134	43	most	O	O
wisteria02	134	44	remarkable	O	O
wisteria02	134	45	appearance	O	O
wisteria02	134	46	--	O	O
wisteria02	134	47	being	O	O
wisteria02	134	48	a	O	O
wisteria02	134	49	huge	O	O
wisteria02	134	50	and	O	O
wisteria02	134	51	hideous	O	O
wisteria02	134	52	mulatto	O	O
wisteria02	134	53	","	O	O
wisteria02	134	54	with	O	O
wisteria02	134	55	yellowish	O	O
wisteria02	134	56	features	O	O
wisteria02	134	57	of	O	O
wisteria02	134	58	a	O	O
wisteria02	134	59	pronounced	O	O
wisteria02	134	60	negroid	O	O
wisteria02	134	61	type	O	O
wisteria02	134	62	.	O	O
wisteria02	135	0	This	O	O
wisteria02	135	1	man	O	O
wisteria02	135	2	has	O	O
wisteria02	135	3	been	O	O
wisteria02	135	4	seen	O	O
wisteria02	135	5	since	O	O
wisteria02	135	6	the	O	O
wisteria02	135	7	crime	O	O
wisteria02	135	8	","	O	O
wisteria02	135	9	for	O	O
wisteria02	135	10	he	O	O
wisteria02	135	11	was	O	O
wisteria02	135	12	detected	O	O
wisteria02	135	13	and	O	O
wisteria02	135	14	pursued	O	O
wisteria02	135	15	by	O	O
wisteria02	135	16	Constable	O	O
wisteria02	135	17	Walters	O	O
wisteria02	135	18	on	O	O
wisteria02	135	19	the	O	O
wisteria02	135	20	same	O	O
wisteria02	135	21	evening	O	O
wisteria02	135	22	","	O	O
wisteria02	135	23	when	O	O
wisteria02	135	24	he	O	O
wisteria02	135	25	had	O	O
wisteria02	135	26	the	O	O
wisteria02	135	27	audacity	O	O
wisteria02	135	28	to	O	O
wisteria02	135	29	revisit	O	O
wisteria02	135	30	Wisteria	O	O
wisteria02	135	31	Lodge	O	O
wisteria02	135	32	.	O	O
wisteria02	136	0	Inspector	O	O
wisteria02	136	1	Baynes	O	O
wisteria02	136	2	","	O	O
wisteria02	136	3	considering	O	O
wisteria02	136	4	that	O	O
wisteria02	136	5	such	O	O
wisteria02	136	6	a	O	O
wisteria02	136	7	visit	O	O
wisteria02	136	8	must	O	O
wisteria02	136	9	have	O	O
wisteria02	136	10	some	O	O
wisteria02	136	11	purpose	O	O
wisteria02	136	12	in	O	O
wisteria02	136	13	view	O	O
wisteria02	136	14	and	O	O
wisteria02	136	15	was	O	O
wisteria02	136	16	likely	O	O
wisteria02	136	17	","	O	O
wisteria02	136	18	therefore	O	O
wisteria02	136	19	","	O	O
wisteria02	136	20	to	O	O
wisteria02	136	21	be	O	O
wisteria02	136	22	repeated	O	O
wisteria02	136	23	","	O	O
wisteria02	136	24	abandoned	O	O
wisteria02	136	25	the	O	O
wisteria02	136	26	house	O	O
wisteria02	136	27	but	O	O
wisteria02	136	28	left	O	O
wisteria02	136	29	an	O	O
wisteria02	136	30	ambuscade	O	O
wisteria02	136	31	in	O	O
wisteria02	136	32	the	O	O
wisteria02	136	33	shrubbery	O	O
wisteria02	136	34	.	O	O
wisteria02	137	0	The	O	O
wisteria02	137	1	man	O	O
wisteria02	137	2	walked	O	O
wisteria02	137	3	into	O	O
wisteria02	137	4	the	O	O
wisteria02	137	5	trap	O	O
wisteria02	137	6	and	O	O
wisteria02	137	7	was	O	O
wisteria02	137	8	captured	O	O
wisteria02	137	9	last	O	O
wisteria02	137	10	night	O	O
wisteria02	137	11	after	O	O
wisteria02	137	12	a	O	O
wisteria02	137	13	struggle	O	O
wisteria02	137	14	in	O	O
wisteria02	137	15	which	O	O
wisteria02	137	16	Constable	O	O
wisteria02	137	17	Downing	O	O
wisteria02	137	18	was	O	O
wisteria02	137	19	badly	O	O
wisteria02	137	20	bitten	O	O
wisteria02	137	21	by	O	O
wisteria02	137	22	the	O	O
wisteria02	137	23	savage	O	O
wisteria02	137	24	.	O	O
wisteria02	138	0	We	O	O
wisteria02	138	1	understand	O	O
wisteria02	138	2	that	O	O
wisteria02	138	3	when	O	O
wisteria02	138	4	the	O	O
wisteria02	138	5	prisoner	O	O
wisteria02	138	6	is	O	O
wisteria02	138	7	brought	O	O
wisteria02	138	8	before	O	O
wisteria02	138	9	the	O	O
wisteria02	138	10	magistrates	O	O
wisteria02	138	11	a	O	O
wisteria02	138	12	remand	O	O
wisteria02	138	13	will	O	O
wisteria02	138	14	be	O	O
wisteria02	138	15	applied	O	O
wisteria02	138	16	for	O	O
wisteria02	138	17	by	O	O
wisteria02	138	18	the	O	O
wisteria02	138	19	police	O	O
wisteria02	138	20	","	O	O
wisteria02	138	21	and	O	O
wisteria02	138	22	that	O	O
wisteria02	138	23	great	O	O
wisteria02	138	24	developments	O	O
wisteria02	138	25	are	O	O
wisteria02	138	26	hoped	O	O
wisteria02	138	27	from	O	O
wisteria02	138	28	his	O	O
wisteria02	138	29	capture	O	O
wisteria02	138	30	.	O	O
wisteria02	138	31	''	O	O
wisteria02	139	0	``	O	O
wisteria02	139	1	Really	O	O
wisteria02	139	2	we	O	O
wisteria02	139	3	must	O	O
wisteria02	139	4	see	O	O
wisteria02	139	5	Baynes	O	O
wisteria02	139	6	at	O	O
wisteria02	139	7	once	O	O
wisteria02	139	8	","	O	O
wisteria02	139	9	''	O	O
wisteria02	139	10	cried	O	O
wisteria02	139	11	Holmes	O	O
wisteria02	139	12	","	O	O
wisteria02	139	13	picking	O	O
wisteria02	139	14	up	O	O
wisteria02	139	15	his	O	O
wisteria02	139	16	hat	O	O
wisteria02	139	17	.	O	O
wisteria02	140	0	``	O	O
wisteria02	140	1	We	O	O
wisteria02	140	2	will	O	O
wisteria02	140	3	just	O	O
wisteria02	140	4	catch	O	O
wisteria02	140	5	him	O	O
wisteria02	140	6	before	O	O
wisteria02	140	7	he	O	O
wisteria02	140	8	starts	O	O
wisteria02	140	9	.	O	O
wisteria02	140	10	''	O	O
wisteria02	141	0	We	O	O
wisteria02	141	1	hurried	O	O
wisteria02	141	2	down	O	O
wisteria02	141	3	the	O	O
wisteria02	141	4	village	O	O
wisteria02	141	5	street	O	O
wisteria02	141	6	and	O	O
wisteria02	141	7	found	O	O
wisteria02	141	8	","	O	O
wisteria02	141	9	as	O	O
wisteria02	141	10	we	O	O
wisteria02	141	11	had	O	O
wisteria02	141	12	expected	O	O
wisteria02	141	13	","	O	O
wisteria02	141	14	that	O	O
wisteria02	141	15	the	O	O
wisteria02	141	16	inspector	O	O
wisteria02	141	17	was	O	O
wisteria02	141	18	just	O	O
wisteria02	141	19	leaving	O	O
wisteria02	141	20	his	O	O
wisteria02	141	21	lodgings	O	O
wisteria02	141	22	.	O	O
wisteria02	142	0	``	O	O
wisteria02	142	1	You	O	O
wisteria02	142	2	've	O	O
wisteria02	142	3	seen	O	O
wisteria02	142	4	the	O	O
wisteria02	142	5	paper	O	O
wisteria02	142	6	","	O	O
wisteria02	142	7	Mr.	O	O
wisteria02	142	8	Holmes	O	O
wisteria02	142	9	?	O	O
wisteria02	142	10	''	O	O
wisteria02	142	11	he	O	O
wisteria02	142	12	asked	O	O
wisteria02	142	13	","	O	O
wisteria02	142	14	holding	O	O
wisteria02	142	15	one	O	O
wisteria02	142	16	out	O	O
wisteria02	142	17	to	O	O
wisteria02	142	18	us	O	O
wisteria02	142	19	.	O	O
wisteria02	143	0	``	O	O
wisteria02	143	1	Yes	O	O
wisteria02	143	2	","	O	O
wisteria02	143	3	Baynes	O	O
wisteria02	143	4	","	O	O
wisteria02	143	5	I	O	O
wisteria02	143	6	've	O	O
wisteria02	143	7	seen	O	O
wisteria02	143	8	it	O	O
wisteria02	143	9	.	O	O
wisteria02	144	0	Pray	O	O
wisteria02	144	1	do	O	O
wisteria02	144	2	n't	B-NEG	B-NEG
wisteria02	144	3	think	O	O
wisteria02	144	4	it	O	O
wisteria02	144	5	a	O	O
wisteria02	144	6	liberty	O	O
wisteria02	144	7	if	O	O
wisteria02	144	8	I	O	O
wisteria02	144	9	give	O	O
wisteria02	144	10	you	O	O
wisteria02	144	11	a	O	O
wisteria02	144	12	word	O	O
wisteria02	144	13	of	O	O
wisteria02	144	14	friendly	O	O
wisteria02	144	15	warning	O	O
wisteria02	144	16	.	O	O
wisteria02	144	17	''	O	O
wisteria02	145	0	``	O	O
wisteria02	145	1	Of	O	O
wisteria02	145	2	warning	O	O
wisteria02	145	3	","	O	O
wisteria02	145	4	Mr.	O	O
wisteria02	145	5	Holmes	O	O
wisteria02	145	6	?	O	O
wisteria02	145	7	''	O	O
wisteria02	146	0	``	O	O
wisteria02	146	1	I	O	O
wisteria02	146	2	have	O	O
wisteria02	146	3	looked	O	O
wisteria02	146	4	into	O	O
wisteria02	146	5	this	O	O
wisteria02	146	6	case	O	O
wisteria02	146	7	with	O	O
wisteria02	146	8	some	O	O
wisteria02	146	9	care	O	O
wisteria02	146	10	","	O	O
wisteria02	146	11	and	O	O
wisteria02	146	12	I	O	O
wisteria02	146	13	am	O	O
wisteria02	146	14	not	B-NEG	B-NEG
wisteria02	146	15	convinced	O	O
wisteria02	146	16	that	O	O
wisteria02	146	17	you	O	O
wisteria02	146	18	are	O	O
wisteria02	146	19	on	O	O
wisteria02	146	20	the	O	O
wisteria02	146	21	right	O	O
wisteria02	146	22	lines	O	O
wisteria02	146	23	.	O	O
wisteria02	147	0	I	O	O
wisteria02	147	1	do	O	O
wisteria02	147	2	n't	B-NEG	B-NEG
wisteria02	147	3	want	O	O
wisteria02	147	4	you	O	O
wisteria02	147	5	to	O	O
wisteria02	147	6	commit	O	O
wisteria02	147	7	yourself	O	O
wisteria02	147	8	too	O	O
wisteria02	147	9	far	O	O
wisteria02	147	10	unless	O	O
wisteria02	147	11	you	O	O
wisteria02	147	12	are	O	O
wisteria02	147	13	sure	O	O
wisteria02	147	14	.	O	O
wisteria02	147	15	''	O	O
wisteria02	148	0	``	O	O
wisteria02	148	1	You	O	O
wisteria02	148	2	're	O	O
wisteria02	148	3	very	O	O
wisteria02	148	4	kind	O	O
wisteria02	148	5	","	O	O
wisteria02	148	6	Mr.	O	O
wisteria02	148	7	Holmes	O	O
wisteria02	148	8	.	O	O
wisteria02	148	9	''	O	O
wisteria02	149	0	``	O	O
wisteria02	149	1	I	O	O
wisteria02	149	2	assure	O	O
wisteria02	149	3	you	O	O
wisteria02	149	4	I	O	O
wisteria02	149	5	speak	O	O
wisteria02	149	6	for	O	O
wisteria02	149	7	your	O	O
wisteria02	149	8	good	O	O
wisteria02	149	9	.	O	O
wisteria02	149	10	''	O	O
wisteria02	150	0	It	O	O
wisteria02	150	1	seemed	O	O
wisteria02	150	2	to	O	O
wisteria02	150	3	me	O	O
wisteria02	150	4	that	O	O
wisteria02	150	5	something	O	O
wisteria02	150	6	like	O	O
wisteria02	150	7	a	O	O
wisteria02	150	8	wink	O	O
wisteria02	150	9	quivered	O	O
wisteria02	150	10	for	O	O
wisteria02	150	11	an	O	O
wisteria02	150	12	instant	O	O
wisteria02	150	13	over	O	O
wisteria02	150	14	one	O	O
wisteria02	150	15	of	O	O
wisteria02	150	16	Mr.	O	O
wisteria02	150	17	Baynes	O	O
wisteria02	150	18	's	O	O
wisteria02	150	19	tiny	O	O
wisteria02	150	20	eyes	O	O
wisteria02	150	21	.	O	O
wisteria02	151	0	``	O	O
wisteria02	151	1	We	O	O
wisteria02	151	2	agreed	O	O
wisteria02	151	3	to	O	O
wisteria02	151	4	work	O	O
wisteria02	151	5	on	O	O
wisteria02	151	6	our	O	O
wisteria02	151	7	own	O	O
wisteria02	151	8	lines	O	O
wisteria02	151	9	","	O	O
wisteria02	151	10	Mr.	O	O
wisteria02	151	11	Holmes	O	O
wisteria02	151	12	.	O	O
wisteria02	152	0	That	O	O
wisteria02	152	1	's	O	O
wisteria02	152	2	what	O	O
wisteria02	152	3	I	O	O
wisteria02	152	4	am	O	O
wisteria02	152	5	doing	O	O
wisteria02	152	6	.	O	O
wisteria02	152	7	''	O	O
wisteria02	153	0	``	O	O
wisteria02	153	1	Oh	O	O
wisteria02	153	2	","	O	O
wisteria02	153	3	very	O	O
wisteria02	153	4	good	O	O
wisteria02	153	5	","	O	O
wisteria02	153	6	''	O	O
wisteria02	153	7	said	O	O
wisteria02	153	8	Holmes	O	O
wisteria02	153	9	.	O	O
wisteria02	154	0	``	O	O
wisteria02	154	1	Do	O	O
wisteria02	154	2	n't	B-NEG	B-NEG
wisteria02	154	3	blame	O	O
wisteria02	154	4	me	O	O
wisteria02	154	5	.	O	O
wisteria02	154	6	''	O	O
wisteria02	155	0	``	O	O
wisteria02	155	1	No	B-NEG	B-NEG
wisteria02	155	2	","	O	O
wisteria02	155	3	sir	O	O
wisteria02	155	4	;	O	O
wisteria02	155	5	I	O	O
wisteria02	155	6	believe	O	O
wisteria02	155	7	you	O	O
wisteria02	155	8	mean	O	O
wisteria02	155	9	well	O	O
wisteria02	155	10	by	O	O
wisteria02	155	11	me	O	O
wisteria02	155	12	.	O	O
wisteria02	156	0	But	O	O
wisteria02	156	1	we	O	O
wisteria02	156	2	all	O	O
wisteria02	156	3	have	O	O
wisteria02	156	4	our	O	O
wisteria02	156	5	own	O	O
wisteria02	156	6	systems	O	O
wisteria02	156	7	","	O	O
wisteria02	156	8	Mr.	O	O
wisteria02	156	9	Holmes	O	O
wisteria02	156	10	.	O	O
wisteria02	157	0	You	O	O
wisteria02	157	1	have	O	O
wisteria02	157	2	yours	O	O
wisteria02	157	3	","	O	O
wisteria02	157	4	and	O	O
wisteria02	157	5	maybe	O	O
wisteria02	157	6	I	O	O
wisteria02	157	7	have	O	O
wisteria02	157	8	mine	O	O
wisteria02	157	9	.	O	O
wisteria02	157	10	''	O	O
wisteria02	158	0	``	O	O
wisteria02	158	1	Let	O	O
wisteria02	158	2	us	O	O
wisteria02	158	3	say	O	O
wisteria02	158	4	no	B-NEG	B-NEG
wisteria02	158	5	more	O	O
wisteria02	158	6	about	O	O
wisteria02	158	7	it	O	O
wisteria02	158	8	.	O	O
wisteria02	158	9	''	O	O
wisteria02	159	0	``	O	O
wisteria02	159	1	You	O	O
wisteria02	159	2	're	O	O
wisteria02	159	3	welcome	O	O
wisteria02	159	4	always	O	O
wisteria02	159	5	to	O	O
wisteria02	159	6	my	O	O
wisteria02	159	7	news	O	O
wisteria02	159	8	.	O	O
wisteria02	160	0	This	O	O
wisteria02	160	1	fellow	O	O
wisteria02	160	2	is	O	O
wisteria02	160	3	a	O	O
wisteria02	160	4	perfect	O	O
wisteria02	160	5	savage	O	O
wisteria02	160	6	","	O	O
wisteria02	160	7	as	O	O
wisteria02	160	8	strong	O	O
wisteria02	160	9	as	O	O
wisteria02	160	10	a	O	O
wisteria02	160	11	cart-horse	O	O
wisteria02	160	12	and	O	O
wisteria02	160	13	as	O	O
wisteria02	160	14	fierce	O	O
wisteria02	160	15	as	O	O
wisteria02	160	16	the	O	O
wisteria02	160	17	devil	O	O
wisteria02	160	18	.	O	O
wisteria02	161	0	He	O	O
wisteria02	161	1	chewed	O	O
wisteria02	161	2	Downing	O	O
wisteria02	161	3	's	O	O
wisteria02	161	4	thumb	O	O
wisteria02	161	5	nearly	O	O
wisteria02	161	6	off	O	O
wisteria02	161	7	before	O	O
wisteria02	161	8	they	O	O
wisteria02	161	9	could	O	O
wisteria02	161	10	master	O	O
wisteria02	161	11	him	O	O
wisteria02	161	12	.	O	O
wisteria02	162	0	He	O	O
wisteria02	162	1	hardly	O	O
wisteria02	162	2	speaks	O	O
wisteria02	162	3	a	O	O
wisteria02	162	4	word	O	O
wisteria02	162	5	of	O	O
wisteria02	162	6	English	O	O
wisteria02	162	7	","	O	O
wisteria02	162	8	and	O	O
wisteria02	162	9	we	O	O
wisteria02	162	10	can	O	O
wisteria02	162	11	get	O	O
wisteria02	162	12	nothing	B-NEG	B-NEG
